,Country Name,Country Code,Last Update,Indicator Name,Indicator Code,Year,Annual GDP Growth
4115,St. Kitts and Nevis,KNA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4116,"Korea, Rep.",KOR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,13.22144780256265
4117,Kuwait,KWT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4118,Latin America & Caribbean (excluding high income),LAC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.525603203147213
4119,Lao PDR,LAO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4120,Lebanon,LBN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4121,Liberia,LBR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4122,Libya,LBY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4123,St. Lucia,LCA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4124,Latin America & Caribbean,LCN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.456800376136002
4125,Least developed countries: UN classification,LDC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4126,Low income,LIC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4127,Liechtenstein,LIE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.758672041891671
4128,Sri Lanka,LKA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,3.3351066917763887
4129,Lower middle income,LMC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.518878578936267
4130,Low & middle income,LMY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.099532879677611
4131,Lesotho,LSO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,11.049129161566157
4132,Late-demographic dividend,LTE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.5536637004875615
4133,Lithuania,LTU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4134,Luxembourg,LUX,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.534333945128097
4135,Latvia,LVA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4136,"Macao SAR, China",MAC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4137,St. Martin (French part),MAF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4138,Morocco,MAR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,10.812781344137917
4139,Monaco,MCO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.411628784649224
4140,Moldova,MDA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4141,Madagascar,MDG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-3.0688583912995853
4142,Maldives,MDV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4143,Middle East & North Africa,MEA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,16.552349147850975
4144,Mexico,MEX,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.417444136257458
4145,Marshall Islands,MHL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4146,Middle income,MIC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.130825414212595
4147,North Macedonia,MKD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4148,Mali,MLI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,13.623438533665052
4149,Malta,MLT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,17.017089564801495
4150,Myanmar,MMR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.136158433982317
4151,Middle East & North Africa (excluding high income),MNA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,15.590573967046367
4152,Montenegro,MNE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4153,Mongolia,MNG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4154,Northern Mariana Islands,MNP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4155,Mozambique,MOZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4156,Mauritania,MRT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.546104930216217
4157,Mauritius,MUS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4158,Malawi,MWI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.997731242316149
4159,Malaysia,MYS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,11.563489777254603
4160,North America,NAC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.3902552151668885
4161,Namibia,NAM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4162,New Caledonia,NCL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.299998213756794
4163,Niger,NER,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.6782034023079149
4164,Nigeria,NGA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,9.042351726302115
4165,Nicaragua,NIC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.209454498476958
4166,Netherlands,NLD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.4563096516099705
4167,Norway,NOR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.825533861104162
4168,Nepal,NPL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.398536178498418
4169,Nauru,NRU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4170,New Zealand,NZL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4171,OECD members,OED,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.860714852186376
4172,Oman,OMN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,20.540122917030644
4173,Other small states,OSS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4174,Pakistan,PAK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.156189589852048
4175,Panama,PAN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,1.6644613597297564
4176,Peru,PER,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,1.4471109951741141
4177,Philippines,PHL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.778403330513342
4178,Palau,PLW,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4179,Papua New Guinea,PNG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-3.3884486143306276
4180,Poland,POL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4181,Pre-demographic dividend,PRE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.462472937770428
4182,Puerto Rico,PRI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.243087813576452
4183,"Korea, Dem. People's Rep.",PRK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4184,Portugal,PRT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.900230413893112
4185,Paraguay,PRY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.525949531427287
4186,West Bank and Gaza,PSE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4187,Pacific island small states,PSS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4188,Post-demographic dividend,PST,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.861040881564179
4189,French Polynesia,PYF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.203616325556979
4190,Qatar,QAT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4191,Romania,ROU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4192,Russian Federation,RUS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4193,Rwanda,RWA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,19.504577172501342
4194,South Asia,SAS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.5701903883013557
4195,Saudi Arabia,SAU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,17.82097419722359
4196,Sudan,SDN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,16.665219736210517
4197,Senegal,SEN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.920503703902938
4198,Singapore,SGP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.437166818149592
4199,Solomon Islands,SLB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4200,Sierra Leone,SLE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-0.4491763415324215
4201,El Salvador,SLV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.049260173759464
4202,San Marino,SMR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4203,Somalia,SOM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-1.016716701077982
4204,Serbia,SRB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4205,Sub-Saharan Africa (excluding high income),SSA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.503290970836176
4206,South Sudan,SSD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4207,Sub-Saharan Africa,SSF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.51070599272812
4208,Small states,SST,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4209,Sao Tome and Principe,STP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4210,Suriname,SUR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.799999999603571
4211,Slovak Republic,SVK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4212,Slovenia,SVN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4213,Sweden,SWE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,1.0581048766160137
4214,Eswatini,SWZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-2.1194377656464525
4215,Sint Maarten (Dutch part),SXM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4216,Seychelles,SYC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,16.277647723416806
4217,Syrian Arab Republic,SYR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,12.254446601941751
4218,Turks and Caicos Islands,TCA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4219,Chad,TCD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.98076526952687
4220,East Asia & Pacific (IDA & IBRD countries),TEA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.8402350629525017
4221,Europe & Central Asia (IDA & IBRD countries),TEC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4222,Togo,TGO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-2.0515225871268967
4223,Thailand,THA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,9.32681108178437
4224,Tajikistan,TJK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4225,Turkmenistan,TKM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4226,Latin America & the Caribbean (IDA & IBRD countries),TLA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.439966350650138
4227,Timor-Leste,TLS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4228,Middle East & North Africa (IDA & IBRD countries),TMN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,15.590573967046367
4229,Tonga,TON,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4230,South Asia (IDA & IBRD),TSA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.57019038830137
4231,Sub-Saharan Africa (IDA & IBRD countries),TSS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.510705992728134
4232,Trinidad and Tobago,TTO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.405145378665054
4233,Tunisia,TUN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.876852652724281
4234,Turkiye,TUR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,10.461179556323842
4235,Tuvalu,TUV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4236,Tanzania,TZA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4237,Uganda,UGA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4238,Ukraine,UKR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4239,Upper middle income,UMC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.102691453719132
4240,Uruguay,URY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,3.9354701753627523
4241,United States,USA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.388139287262945
4242,Uzbekistan,UZB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4243,St. Vincent and the Grenadines,VCT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,10.376820315912937
4244,"Venezuela, RB",VEN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.727739846798357
4245,British Virgin Islands,VGB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4246,Virgin Islands (U.S.),VIR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4247,Vietnam,VNM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4248,Vanuatu,VUT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4249,World,WLD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.304310095121309
4250,Samoa,WSM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4251,Kosovo,XKX,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4252,"Yemen, Rep.",YEM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
4253,South Africa,ZAF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.2498603291933392
4254,Zambia,ZMB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.220975267071751
4255,Zimbabwe,ZWE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.46483890518531723
4256,Aruba,ABW,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4257,Africa Eastern and Southern,AFE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,1.2539091257777244
4258,Afghanistan,AFG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4259,Africa Western and Central,AFW,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.742192466868417
4260,Angola,AGO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4261,Albania,ALB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4262,Andorra,AND,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.8385755682350577
4263,Arab World,ARB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,8.118093072995364
4264,United Arab Emirates,ARE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,21.439330170198943
4265,Argentina,ARG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,6.93414775653342
4266,Armenia,ARM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4267,American Samoa,ASM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4268,Antigua and Barbuda,ATG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4269,Australia,AUS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.594832938203666
4270,Austria,AUT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,5.079980594259155
4271,Azerbaijan,AZE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4272,Burundi,BDI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,11.469453043912537
4273,Belgium,BEL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,0.6261548540213084
4274,Benin,BEN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.983663729950408
4275,Burkina Faso,BFA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,0.37035356366278904
4276,Bangladesh,BGD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.6730560500198237
4277,Bulgaria,BGR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4278,Bahrain,BHR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4279,"Bahamas, The",BHS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,9.154929220860609
4280,Bosnia and Herzegovina,BIH,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4281,Belarus,BLR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4282,Belize,BLZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,6.496594287064198
4283,Bermuda,BMU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,5.89743589581488
4284,Bolivia,BOL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.9712156570026735
4285,Brazil,BRA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.934328069789615
4286,Barbados,BRB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.642205769032003
4287,Brunei Darussalam,BRN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,10.91669705566629
4288,Bhutan,BTN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4289,Botswana,BWA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,12.012040089002724
4290,Central African Republic,CAF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.8062349140823386
4291,Canada,CAN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4292,Central Europe and the Baltics,CEB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4293,Switzerland,CHE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4294,Channel Islands,CHI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4295,Chile,CHL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,10.444686378966779
4296,China,CHN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,7.570000001370488
4297,Cote d'Ivoire,CIV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,7.314459153542671
4298,Cameroon,CMR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,13.739871523055143
4299,"Congo, Dem. Rep.",COD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,0.7607936015508159
4300,"Congo, Rep.",COG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,-8.953427980381818
4301,Colombia,COL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.158505453464187
4302,Comoros,COM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4303,Cabo Verde,CPV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4304,Costa Rica,CRI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,8.904474431551733
4305,Caribbean small states,CSS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.8255684306677296
4306,Cuba,CUB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,8.709502861529302
4307,Curacao,CUW,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4308,Cayman Islands,CYM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4309,Cyprus,CYP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,16.362000949882358
4310,Czechia,CZE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4311,Germany,DEU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.34721812001672
4312,Djibouti,DJI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4313,Dominica,DMA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4314,Denmark,DNK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,1.8702910303357072
4315,Dominican Republic,DOM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.981783950875297
4316,Algeria,DZA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,5.258585986464183
4317,East Asia & Pacific (excluding high income),EAP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,7.572450865403539
4318,Early-demographic dividend,EAR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.096591215210239
4319,East Asia & Pacific,EAS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,5.423286559293317
4320,Europe & Central Asia (excluding high income),ECA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4321,Europe & Central Asia,ECS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.847291052941017
4322,Ecuador,ECU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,1.6048421117815366
4323,"Egypt, Arab Rep.",EGY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,9.003044266697984
4324,Euro area,EMU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.0857827457513736
4325,Eritrea,ERI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4326,Spain,ESP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.8385743338570393
4327,Estonia,EST,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4328,Ethiopia,ETH,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4329,European Union,EUU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.8746040862890823
4330,Fragile and conflict affected situations,FCS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.351312260663349
4331,Finland,FIN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,0.23951082931115764
4332,Fiji,FJI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,5.9040118422699805
4333,France,FRA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.4643120042878763
4334,Faroe Islands,FRO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4335,"Micronesia, Fed. Sts.",FSM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4336,Gabon,GAB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,-12.582091168196015
4337,United Kingdom,GBR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.4577505449983903
4338,Georgia,GEO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,6.896550159124629
4339,Ghana,GHA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.274107241699568
4340,Gibraltar,GIB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4341,Guinea,GIN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4342,"Gambia, The",GMB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.439576059589683
4343,Guinea-Bissau,GNB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,-7.170069971065914
4344,Equatorial Guinea,GNQ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4345,Greece,GRC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.941001767490121
4346,Grenada,GRD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4347,Greenland,GRL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,8.822315281092429
4348,Guatemala,GTM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,7.809220684050672
4349,Guam,GUM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
4350,Guyana,GUY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,-2.638679661075926
4351,High income,HIC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.000364082294624
4352,"Hong Kong SAR, China",HKG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,11.725659549851343
