,Country Name,Country Code,Last Update,Indicator Name,Indicator Code,Year,Annual GDP Growth
0,Aruba,ABW,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
1,Africa Eastern and Southern,AFE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.25487926002961103
2,Afghanistan,AFG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
3,Africa Western and Central,AFW,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.8548716844760236
4,Angola,AGO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
5,Albania,ALB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
6,Andorra,AND,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
7,Arab World,ARB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
8,United Arab Emirates,ARE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
9,Argentina,ARG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.42784287621933
10,Armenia,ARM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
11,American Samoa,ASM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
12,Antigua and Barbuda,ATG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
13,Australia,AUS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.482656077431983
14,Austria,AUT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.537979316845281
15,Azerbaijan,AZE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
16,Burundi,BDI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-13.746135053983892
17,Belgium,BEL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.978423063191968
18,Benin,BEN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.141280456412133
19,Burkina Faso,BFA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.043927977549245
20,Bangladesh,BGD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.058160825481281
21,Bulgaria,BGR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
22,Bahrain,BHR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
23,"Bahamas, The",BHS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,10.667097425137342
24,Bosnia and Herzegovina,BIH,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
25,Belarus,BLR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
26,Belize,BLZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.892277219026823
27,Bermuda,BMU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.679999998909452
28,Bolivia,BOL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.0892959357046834
29,Brazil,BRA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,8.600000000000136
30,Barbados,BRB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
31,Brunei Darussalam,BRN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
32,Bhutan,BTN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
33,Botswana,BWA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.343283719672101
34,Central African Republic,CAF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.95355379797229
35,Canada,CAN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.163291683712984
36,Central Europe and the Baltics,CEB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
37,Switzerland,CHE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
38,Channel Islands,CHI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
39,Chile,CHL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.245271884456486
40,China,CHN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-27.270000003922718
41,Cote d'Ivoire,CIV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,9.932555156118127
42,Cameroon,CMR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.1836808110119819
43,"Congo, Dem. Rep.",COD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-10.851376083633653
44,"Congo, Rep.",COG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,8.35072672427799
45,Colombia,COL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.089216984391072
46,Comoros,COM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
47,Cabo Verde,CPV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
48,Costa Rica,CRI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.879276556364104
49,Caribbean small states,CSS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,10.099065386898488
50,Cuba,CUB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
51,Curacao,CUW,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
52,Cayman Islands,CYM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
53,Cyprus,CYP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
54,Czechia,CZE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
55,Germany,DEU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
56,Djibouti,DJI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
57,Dominica,DMA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
58,Denmark,DNK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.378832475573844
59,Dominican Republic,DOM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-2.313248749952251
60,Algeria,DZA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-13.60544132459927
61,East Asia & Pacific (excluding high income),EAP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-13.471097100756879
62,Early-demographic dividend,EAR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.396912914162527
63,East Asia & Pacific,EAS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.7763549017408593
64,Europe & Central Asia (excluding high income),ECA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
65,Europe & Central Asia,ECS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
66,Ecuador,ECU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.12441487941237
67,"Egypt, Arab Rep.",EGY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.161114143187788
68,Euro area,EMU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
69,Eritrea,ERI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
70,Spain,ESP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,11.838674194833203
71,Estonia,EST,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
72,Ethiopia,ETH,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
73,European Union,EUU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
74,Fragile and conflict affected situations,FCS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
75,Finland,FIN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.6046704792442625
76,Fiji,FJI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.5175820027896236
77,France,FRA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.980111849138396
78,Faroe Islands,FRO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
79,"Micronesia, Fed. Sts.",FSM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
80,Gabon,GAB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,14.766843186833214
81,United Kingdom,GBR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.6771189434537206
82,Georgia,GEO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
83,Ghana,GHA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.4296740146287448
84,Gibraltar,GIB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
85,Guinea,GIN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
86,"Gambia, The",GMB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
87,Guinea-Bissau,GNB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
88,Equatorial Guinea,GNQ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
89,Greece,GRC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,13.20384119344267
90,Grenada,GRD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
91,Greenland,GRL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
92,Guatemala,GTM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.298518348746882
93,Guam,GUM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
94,Guyana,GUY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.68952431164918
95,High income,HIC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.363151753858574
96,"Hong Kong SAR, China",HKG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
97,Honduras,HND,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.8556593208204362
98,Heavily indebted poor countries (HIPC),HPC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-0.30099577100355646
99,Croatia,HRV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
100,Haiti,HTI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-2.93198029126782
101,Hungary,HUN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
102,IBRD only,IBD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.08705939978762
103,IDA & IBRD total,IBT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.0917171350477588
104,IDA total,IDA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.118794875773574
105,IDA blend,IDB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.2719630871061298
106,Indonesia,IDN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.740645822743474
107,IDA only,IDX,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
108,Isle of Man,IMN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
109,India,IND,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.7227425331105337
110,Not classified,INX,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
111,Ireland,IRL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
112,"Iran, Islamic Rep.",IRN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,10.390918354993602
113,Iraq,IRQ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
114,Iceland,ISL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-0.08466194629227175
115,Israel,ISR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,11.203885617468458
116,Italy,ITA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,8.207245913847714
117,Jamaica,JAM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
118,Jordan,JOR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
119,Japan,JPN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,12.043536408011619
120,Kazakhstan,KAZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
121,Kenya,KEN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-7.774634903716546
122,Kyrgyz Republic,KGZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
123,Cambodia,KHM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
124,Kiribati,KIR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
125,St. Kitts and Nevis,KNA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
126,"Korea, Rep.",KOR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.935992652244053
127,Kuwait,KWT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
128,Latin America & Caribbean (excluding high income),LAC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.18300011993685
129,Lao PDR,LAO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
130,Lebanon,LBN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
131,Liberia,LBR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
132,Libya,LBY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
133,St. Lucia,LCA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
134,Latin America & Caribbean,LCN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.146866503573193
135,Least developed countries: UN classification,LDC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
136,Low income,LIC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
137,Liechtenstein,LIE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
138,Sri Lanka,LKA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
139,Lower middle income,LMC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.2041056425176038
140,Low & middle income,LMY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.9399057288768944
141,Lesotho,LSO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.8647951656280242
142,Late-demographic dividend,LTE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-4.234431903502994
143,Lithuania,LTU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
144,Luxembourg,LUX,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.829983121740497
145,Latvia,LVA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
146,"Macao SAR, China",MAC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
147,St. Martin (French part),MAF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
148,Morocco,MAR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
149,Monaco,MCO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
150,Moldova,MDA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
151,Madagascar,MDG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.0486327506124837
152,Maldives,MDV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
153,Middle East & North Africa,MEA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
154,Mexico,MEX,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.000000000719211
155,Marshall Islands,MHL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
156,Middle income,MIC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.0822587548422717
157,North Macedonia,MKD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
158,Mali,MLI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
159,Malta,MLT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
160,Myanmar,MMR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
161,Middle East & North Africa (excluding high income),MNA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
162,Montenegro,MNE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
163,Mongolia,MNG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
164,Northern Mariana Islands,MNP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
165,Mozambique,MOZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
166,Mauritania,MRT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
167,Mauritius,MUS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
168,Malawi,MWI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.639597855832164
169,Malaysia,MYS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.59799400028281
170,North America,NAC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.301158979162608
171,Namibia,NAM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
172,New Caledonia,NCL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
173,Niger,NER,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.546393036601714
174,Nigeria,NGA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.19179548957242787
175,Nicaragua,NIC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.497743398490982
176,Netherlands,NLD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.29554667271661117
177,Norway,NOR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.273335510407293
178,Nepal,NPL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.9082659718423969
179,Nauru,NRU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
180,New Zealand,NZL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
181,OECD members,OED,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.329161743512898
182,Oman,OMN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
183,Other small states,OSS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
184,Pakistan,PAK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.987346419290645
185,Panama,PAN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,10.926594841623015
186,Peru,PER,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.347096331455688
187,Philippines,PHL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.695470950297548
188,Palau,PLW,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
189,Papua New Guinea,PNG,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.18111172052933
190,Poland,POL,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
191,Pre-demographic dividend,PRE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-0.7801812500956089
192,Puerto Rico,PRI,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.041738469871731
193,"Korea, Dem. People's Rep.",PRK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
194,Portugal,PRT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.534903475675023
195,Paraguay,PRY,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.900285514229452
196,West Bank and Gaza,PSE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
197,Pacific island small states,PSS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
198,Post-demographic dividend,PST,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.344902820298316
199,French Polynesia,PYF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
200,Qatar,QAT,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
201,Romania,ROU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
202,Russian Federation,RUS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
203,Rwanda,RWA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-4.297526047168816
204,South Asia,SAS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.195217131999286
205,Saudi Arabia,SAU,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
206,Sudan,SDN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.02239133367180557
207,Senegal,SEN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.9934482562697298
208,Singapore,SGP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,8.137529508176684
209,Solomon Islands,SLB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
210,Sierra Leone,SLE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.809043550057595
211,El Salvador,SLV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
212,San Marino,SMR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
213,Somalia,SOM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-3.2619812023409622
214,Serbia,SRB,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
215,Sub-Saharan Africa (excluding high income),SSA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.9795114649042489
216,South Sudan,SSD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
217,Sub-Saharan Africa,SSF,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.9759761195136321
218,Small states,SST,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
219,Sao Tome and Principe,STP,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
220,Suriname,SUR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.799999998468834
221,Slovak Republic,SVK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
222,Slovenia,SVN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
223,Sweden,SWE,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.681292809565491
224,Eswatini,SWZ,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
225,Sint Maarten (Dutch part),SXM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
226,Seychelles,SYC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-4.88227636132126
227,Syrian Arab Republic,SYR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,10.833063900000212
228,Turks and Caicos Islands,TCA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
229,Chad,TCD,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.3977436707753839
230,East Asia & Pacific (IDA & IBRD countries),TEA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-13.471097100756879
231,Europe & Central Asia (IDA & IBRD countries),TEC,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
232,Togo,TGO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,12.169317371654216
233,Thailand,THA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.362146301687872
234,Tajikistan,TJK,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
235,Turkmenistan,TKM,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
236,Latin America & the Caribbean (IDA & IBRD countries),TLA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.110779815878999
237,Timor-Leste,TLS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
238,Middle East & North Africa (IDA & IBRD countries),TMN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
239,Tonga,TON,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
240,South Asia (IDA & IBRD),TSA,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.195217131999286
241,Sub-Saharan Africa (IDA & IBRD countries),TSS,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.9759761195136747
242,Trinidad and Tobago,TTO,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,14.037070864503036
243,Tunisia,TUN,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
244,Turkiye,TUR,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.1560693853969894
245,Tuvalu,TUV,2023-06-29,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
